OBJECTID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_PROG_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
429,Galusha Pennypacker Park,Benjamin Franklin Parkway,Y,Galusha Pennypacker Park,Pennypacker,Logan Square,2816,1856 VINE ST,19103,,200 N 18TH ST,1.13391423,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,5,5,9,N,Y,N,Galusha Pennypacker Park is part of Logan Square. Renovated in 2017.,7825.95703125,826.453366275697
430,Shakespeare Park,Benjamin Franklin Parkway,Y,Shakespeare Park,Shakespeare,Logan Square,3601,1948 VINE ST,19103,,200 N 18TH ST,1.17760482,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,5,5,9,N,Y,N,Shakespeare Park is part of Logan Square. Renovated in 2017.,8119.796875,607.449111125169
431,Bristol Street Warehouse,Bristol Street Warehouse,N,,Bristol,,3601,1632 E BRISTOL ST,19124,1610-32 E BRISTOL ST,1610-32 E BRISTOL ST,1.97235085,PPR_OPERATIONS_FACILITY,OPERATIONS,5,3,7,24,N,N,N,Operations Warehouse Site,13622.44140625,532.007860285031
432,Cobbs Creek Park,Cobbs Creek Park,Y,Cobbs Creek Park,Cobbs Creek Park,,3056,,19143,"12 COBBS CREEK PKWY;6501 COBBS CREEK PKWY;6100 BALTIMORE AVE;6300-01 MARKET ST;6300 SPRUCE ST;7800 CITY AVE;7400 LANSDOWNE AVE;SEE ALIAS ADDRESSES","12 COBBS CREEK PKWY;6501 COBBS CREEK PKWY;6100 BALTIMORE AVE;6300-01 MARKET ST;6300 SPRUCE ST;7800 CITY AVE;7400 LANSDOWNE AVE;338-50 N 65TH ST;6525-47 VINE ST;6801 HAVERFORD AVE",348.00546633,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,"7;10",8,"2;3;4","12;18;19",Y,Y,N,1911 Ordinance assigned portion near 60th and Baltimore to Department of Rec,2399212.890625,36071.269379344
433,John A Lee Cultural Center,John A Lee Cultural Center,N,John A. Lee Cultural Center,Lee Cultural Center,John A. Lee Recreation Center,1892,4372 HAVERFORD AVE,19104,4310 HAVERFORD AVE,"4310 HAVERFORD AVE, 4328 HAVERFORD AVE, 44th & Haverford",9.59475417,RECREATION_CENTER,RECREATION_SITE,10,8,3,16,Y,Y,Y,,66172.3984375,1081.90500300712
434,Ben-Gurion Place,Ben-Gurion Place,N,,Ben-Gurion,,3764,107 N INDEPENDENCE MALL E,19106,N/A,Between N Independence Mall E and N 4th St,0.38716458,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,5,1,9,Y,Y,N,There is no parcel here,2669.3515625,377.605807408221
435,Commerce Street Walk,Commerce Street Walk,N,,Commerce,,3775,25 N 04TH ST,19106,N/A,Between N 4th St and N 3rd St,0.37266405,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,5,1,9,Y,Y,N,There is no parcel here,2569.36328125,443.692868714668
436,Burholme Park,Burholme Park,N,,Burholme,,490,7370 CENTRAL AVE,19111,7370 CENTRAL AVE,Cottman & Central,55.58898764,PLAYGROUND_SITE,MISC_PARK,1,1,10,2,Y,Y,N,,384589.23828125,3521.43390110798
437,Historic Rittenhouse Town,Wissahickon Valley Park,Y,Historic Rittenhouse Town,Historic Rittenhouse Town,,1939,6014 WISSAHICKON AVE,19144,5800 WISSAHICKON AVE,"5800 WISSAHICKON AVE;206-210 LINCOLN DR;206-211 RITTENHOUSETOWN LN;236-280 RITTENHOUSETOWN LN;4500 ORANGE TRL",10.57129188,EVENT_VENUE,HISTORIC_SITE,3,4,4,39,N,Y,N,,73053.04296875,1688.5378231797
438,Organic Recycling Center,West Fairmount Park,Y,Organic Recycling Center,Recycling Center,,3628,3850 FORD RD,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,13.83521124,PPR_OPERATIONS_FACILITY,OPERATIONS,7,5,4,16,Y,Y,N,,95509.13671875,1786.41263895022
439,Belmont Grove,West Fairmount Park,Y,,Belmont Grove,Belmont Grove Picnic Area,3630,2076 BELMONT MANSION DR,19131,3401 W GIRARD AVE,"Belmont & Chamounix;3401 W GIRARD AVE",11.76143952,PLAYGROUND_SITE,MISC_PARK,7,5,4,16,N,Y,N,,81187.16015625,1318.67676026821
440,Clifford Park,Wissahickon Valley Park,Y,,Clifford,Thomas Mansion Grounds,1832,6141 WISSAHICKON AVE,19144,6331 WISSAHICKON AVE,6331 WISSAHICKON AVE,23.06689393,ATHLETIC_SITE,MISC_PARK,3,4,8,14,Y,Y,N,,159427.4765625,1692.81369143992
441,Blue Bell Park,Wissahickon Valley Park,Y,Blue Bell Park,Blue Bell,Blue Bell Hill,1311,844 W WALNUT LN,19144,N/A,Walnut & Park,8.33085041,ATHLETIC_SITE,ATHLETIC_OTHER,3,4,4,"14;39",Y,Y,N,,57575.33984375,1502.75967778722
442,Saul High School Farm,Wissahickon Valley Park,Y,,Saul Farm,,3659,7107 HENRY AVE,19128,,,35.30503938,FARM,URBANAGRICULTURE_FARM,3,4,4,5,N,Y,N,School District sublets to Weavers Way Cooperative Association,244124.2578125,4300.97455860214
443,Parkwood,Parkwood,N,,Parkwood,Parkwood Youth Organization Recreation Center,3663,3359 MECHANICSVILLE RD,19154,3102 MECHANICSVILLE RD,"3301 MECHANICSVILLE RD;3102 MECHANICSVILLE RD;Dunksferry & Mechanicsville",30.68184386,EVENT_VENUE,ATHLETIC_OTHER,1,1,10,8,Y,Y,N,,212493.0703125,2064.96541275665
444,American Swedish Historical Museum,Franklin Delano Roosevelt Park,Y,American Swedish Historical Museum,American Swedish Museum,American Swedish Museum,3666,1900 PATTISON AVE,19145,3500 S BROAD ST,3500 S BROAD ST,1.67415347,EVENT_VENUE,MUSEUM,11,7,2,1,Y,Y,N,Museum building is owned by museum. Land is City's.,11527.3515625,455.637191295444
445,Andorra Natural Area,Wissahickon Valley Park,Y,,Andorra,,3667,9750 FORBIDDEN DR,19128,"9001 LYKENS LN, 950 NORTHWESTERN AVE","9001 LYKENS LN, 950 NORTHWESTERN AVE",155.61328324,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,4,5,Y,Y,N,,1076923.6875,6222.67398987843
446,Cobbs Creek Community Environmental Center,Cobbs Creek Park,Y,,Cobbs Environ Center,"Cobbs Creek EEC;Cobbs Creek Environmental Education Center;Cobbs Creek Stables",1835,700 COBBS CREEK PKWY,19143,6300 SPRUCE ST,6300 SPRUCE ST,1.45077158,RECREATION_CENTER,ENVIRONMENTAL_EDUCATION_CENTER,10,8,3,18,Y,Y,Y,,10002.78515625,597.832117044943
447,Saylors Grove,Wissahickon Valley Park,Y,,Saylors Grove,,3713,669 W RITTENHOUSE ST,19144,5800 WISSAHICKON AVE,"6020 WISSAHICKON AVE;5800 WISSAHICKON AVE;5964 WISSAHICKON AVE",3.31909025,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,4,39,N,Y,N,,22933.0703125,724.458668215627
448,South Street Community Garden,South Street Community Garden,N,South Street Community Garden,South St Garden,South St Community Garden,99999,839 SOUTH ST,19147,831-39 SOUTH ST,831-39 SOUTH ST,0.20561013,GARDEN,URBANAGRICULTURE_GARDEN,12,7,1,3,Y,Y,N,,1417.25,154.38477282629
449,Brewerytown Garden,Brewerytown Garden,N,,Brewerytown Garden,Brewerytown Community Garden,3767,1341 N 27TH ST,19121,"2634-44 MASTER ST, 1339 N 27TH ST, 1331 N 27TH St","2634-44 MASTER ST, 1339 N 27TH ST, 1331 N 27TH St",0.47675355,GARDEN,URBANAGRICULTURE_GARDEN,9,6,5,22,Y,Y,N,,3289.49609375,357.616128486443
450,Discovery Center at East Fairmount Reservoir,East Fairmount Park,Y,The Discovery Center at East Fairmount Reservoir,Discovery Center,East Park Leadership and Conservation Center (EPLAC),3778,3395 RESERVOIR DR,19121,2500 SPRING GARDEN ST,"3401 RESERVOIR DR;2500 SPRING GARDEN ST;3369 RESERVOIR DR",51.19320334,EVENT_VENUE,ENVIRONMENTAL_EDUCATION_CENTER,8,5,4,22,Y,Y,N,,353306.35546875,2752.23241759845
451,Boathouse Row,East Fairmount Park,Y,,Boathouse Row,,0,870 KELLY DR,19130,2500 SPRING GARDEN ST,,4.22572982,EVENT_VENUE,BOATHOUSE_LAUNCH,9,5,5,9,N,Y,N,"Located in East Fairmount Park. Unofficial boundary that denotes the area known as Boathouse Row, includes all boathouses in this stretch of Kelly Drive (except Lloyd Hall)",29150.53125,1199.69685983337
452,Mollbore Terrace Park at 8th St,Mollbore Terrace Park,Y,,Mollbore (8th), ,235,703 MOLLBORE TER,19148,701 1/2 MOLLBORE TER,"1226 MOLLBORE TER, Mollbore Ter & 8th;701 1/2 MOLLBORE TER",0.47767174,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,12,7,1,3,N,N,N,,3289.86328125,269.054244737424
453,Mollbore Terrace Park at 11th St,Mollbore Terrace Park,Y,,Mollbore (11th), ,431,1032 MOLLBORE TER,19148,1032 MOLLBORE TER,"1226 MOLLBORE TER, Mollbore Ter & 11th",0.47016871,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,12,7,2,3,N,N,N,,3238.23828125,267.731995884458
454,Mollbore Terrace Park at 12th St,Mollbore Terrace Park,Y,,Mollbore (12th), ,283,1226 MOLLBORE TER,19148,1226 MOLLBORE TER,Mollbore Ter & 12th,0.48177909,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,12,7,2,3,N,N,N,,3318.21875,270.604900821173
455,Yorktown at Saratoga Pl,Yorktown Commons,Y,,Yorktown (Saratoga),Yorktown at N Dondil Pl,3497,1599 DONDILL PL,19122,N/A,,0.10026905,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,691.8203125,136.999599352069
456,Yorktown at Queens Pl,Yorktown Commons,Y,,Yorktown (Queens),,3498,1501 QUEENS PL,19122,N/A,,0.1299073,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,896.3203125,144.796838844761
457,Yorktown at Betsy Ross Pl,Yorktown Commons,Y,,Yorktown (Betsy Ross),Yorktown at S Dondil Pl,3499,1401 DONDILL PL,19122,N/A,,0.09913596,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,683.9765625,135.14207685482
458,Yorktown at Guilford Pl,Yorktown Commons,Y,,Yorktown (Guilford),,3500,1400 GUILFORD PL,19122,N/A,,0.12570222,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,867.26953125,141.941051556176
459,Yorktown at Patrick Henry,Yorktown Commons,Y,,Yorktown (Patrick Henry),,3501,1220 PATRICK HENRY PL,19122,N/A,,0.22130763,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,1526.80078125,194.979257773413
460,Yorktown at Kings Pl,Yorktown Commons,Y,,Yorktown (Kings),,3502,1303 KINGS PL,19122,N/A,,0.10000627,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,9,6,5,22,Y,Y,N,,689.953125,126.261657342485
461,Lucien E Blackwell Park,Lucien E Blackwell Park,N,Lucien E. Blackwell Park,Blackwell,Mill Creek Park,3835,4615 FAIRMOUNT AVE,19139,4615 FAIRMOUNT AVE,,2.05984146,NEIGHBORHOOD_PARK,MISC_PARK,10,8,3,16,Y,Y,N,PPR has long term lease of land from PHA.,14207.46875,482.730046530542
462,Fish Hatchery at Pleasant Hill Park,Pleasant Hill Park,Y,,Fish Hatchery,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",1255,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",37.53172166,PLAYGROUND_SITE,RECREATION_SITE,2,1,6,8,N,Y,N,"Former PWD Site; Historic Buildings on SW are leased out.",259459,3119.59221386718
463,Vine Street Park (95),Vine Street Park,Y,,Vine (95),Wood Street Park,2798,VINE STREET EXP,19107,"ROW;521-31 VINE ST;316-52 N 3RD ST;320-338 N LAWRENCE ST;319-321 WOOD ST;405-409 WOOD ST;316-340 YORK AVE","676 and Vine St (N 6th St to Letitia St);Callowhill St (N 6th St to N 3rd St); Wood St (N 6th St to Letitia St)",7.16199688,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,9,5,1,9,Y,Y,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,49387.3046875,3601.83525415174
464,Burholme Park Driving Range,Burholme Park,Y,,Burholme Range,Burholme Family Fun Center,489,401 W COTTMAN AVE,19111,7370 CENTRAL AVE,"Cottman & Central;7370 CENTRAL AVE",12.33293663,GOLF_FACILITY,ATHLETIC_GOLF,1,1,10,2,N,Y,N,,85322.69140625,1178.90286051033
465,Morris and Penn Park,Morris and Penn Park,N,,Morris and Penn,West Penn Playground,3830,353 W PENN ST,19144,"351 W PENN ST; 353 W PENN ST; 355 W PENN ST","351-55 W PENN ST;351 W PENN ST; 353 W PENN ST; 355 W PENN ST",0.09678958,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,39,Y,Y,N,Renovation completed and opened in 5/2024.,668.75,104.538957328775
466,Peters Island,Peters Island,N,,Peters Island,,3111,,19131,,,1.91202222,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,7,5,4,16,N,N,N,,13178.890625,668.192510898296
467,Manayunk Bridge,Manayunk Bridge,N,Manayunk Bridge,Manayunk Bridge,Dupont & High St,0,100 DUPONT ST,19127,111 DUPONT ST,"High St and Dupont St;111 DUPONT ST",1.90923087,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,3,4,4,5,Y,Y,N,"PPR has a long term lease with SEPTA for this site (Manayunk Canal, Ivy Ridge Branch (Cynwyd Branch)); Elevated Bridge goes over PPR Site Manayunk Canal",13192.1015625,1798.95196693561
468,Ivy Ridge Greenway,Ivy Ridge Greenway,N,,Ivy Ridge,"Ivy Ridge Branch;Cynwyd Branch",0,4850 UMBRIA ST,19127,4850 UMBRIA ST,4850 UMBRIA ST,3.66853243,CONSERVATION_UNDEVELOPED,UNDEVELOPED,3,4,4,5,N,N,N,"Undeveloped Greenway/Breezeway; PPR has a long term lease with SEPTA for this site (Manayunk Canal, Ivy Ridge Branch (Cynwyd Branch))",25352.67578125,2593.64472792097
469,Dr Martin Luther King Jr Older Adult Center,Dr Martin Luther King Jr Older Adult Center,N,"Dr. Martin Luther King, Jr. Older Adult Center",King Older Adult Center,M.L. King Older Adult Center,3078,2102 W CECIL B MOORE AVE,19121,"2100-06 CECIL B MOORE AVE; 2100-04 CECIL B MOORE AVE","2100-06 CECIL B MOORE AVE; 2100-04 CECIL B MOORE AVE",0.33109929,OLDER_ADULT_CENTER,OLDER_ADULT_CENTER,8,6,5,22,Y,Y,Y,Formerly a Redevelopment site,2284.7265625,197.563800699177
470,Dr Martin Luther King Jr Recreation Center,Dr Martin Luther King Jr Recreation Center,N,"Dr. Martin Luther King, Jr. Recreation Center",King Rec,ML King Recreation Center,1985,2101 W CECIL B MOORE AVE,19121,2101-35 CECIL B MOORE AVE,2101-35 CECIL B MOORE AVE,5.25372097,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,,36254.09375,760.502501414181
471,Devereaux Ave Trailhead at K and T Trail,Devereaux Ave Trailhead at K and T Trail,N,,Devereaux Trailhead,,0,5298 DEVEREAUX AVE,19135,STREET ROW - Legal Card LC008654,,0.24867625,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,6,2,6,15,N,N,N,Parking lot trailhead for the K&T Trail,1717.6328125,180.743253608873
472,Basilica Green,Benjamin Franklin Parkway,Y,,Basilica Green,,3123,1773 RACE ST,19103,201-07 N 18TH ST,201-07 N 18TH ST,0.23518674,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,,1621.7265625,165.433982017794
473,31st and York Courts,31st and York Courts,N,,31st and York,Strawberry Mansion 31st and York Pocket Park,3832,3101 W YORK ST,19132,2400-06 N 31ST ST,2400-06 N 31ST ST,0.22689692,ATHLETIC_SITE,ATHLETIC_OTHER,8,6,5,22,Y,Y,N,,1566.296875,166.36188221404
474,31st and Cumberland Play Lot,31st and Cumberland Play Lot,N,,31st and Cumberland,Strawberry Mansion 31st and Cumberland Pocket Park,3833,2462 N 31ST ST,19132,2458-62 N 31ST ST,2458-62 N 31ST ST,0.20888698,PLAYGROUND_SITE,MISC_PARK,8,6,5,22,Y,Y,N,,1442.015625,160.101189228674
475,31st and Huntingdon Play Lot,31st and Huntingdon Play Lot,N,,31st and Huntingdon,"Napa Street Playground; Strawberry Mansion 31st and Huntingdon Pocket Park",3834,2550 N 31ST ST,19132,2548-56 N 31ST ST,2548-56 N 31ST ST,0.22439763,PLAYGROUND_SITE,MISC_PARK,8,6,5,22,Y,Y,N,,1549.14453125,171.781001179808
476,Carpenter Green Park,Carpenter Green Park,N,,Carpenter Green,"Carpenter's Green;17th and Carpenter Play Lot; Carpenter Green Park and Greenspace",3831,920 S 17TH ST,19146,914-28 S 17TH ST,914-28 S 17TH ST,0.28240523,NEIGHBORHOOD_PARK,SQUARE_PLAZA,11,7,2,17,Y,Y,N,Maintenance is split between PPR and the FCGP.,1946.3515625,184.887552759158
477,South Philadelphia High School Park,South Philadelphia High School Park,N,,S Phila HS Park,,3839,2125 S BROAD ST,19148,2101 S BROAD ST,"2101-49 S BROAD ST;2101 S BROAD ST",0.49027023,EVENT_VENUE,MISC_PARK,12,7,1,3,N,N,N,School District land leased to PPR. Renovated and opened 11/2022.,3377.49609375,445.932478247458
478,Fletcher B Amos Playground,Fletcher B Amos Playground,N,Fletcher B. Amos Playground,Amos,,1809,1843 N 16TH ST,19121,1817-59 N 16TH ST,"1817-59 N 16TH ST;1839 N 16TH ST",1.01672491,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,,7016.18359375,383.238357227692
479,Rail Park,Rail Park,N,The Rail Park,Rail Park,,3838,1250 NOBLE ST,19123,,1136 CALLOWHILL ST,0.87210895,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,9,5,1,9,Y,Y,N,Elevated former railway. ,6009.953125,825.079375954843
480,Williams Moore Reed Memorial Park,Williams Moore Reed Memorial Park,N,Williams Moore Reed Memorial Park,Williams Moore Reed,11th and Venango Play Lot,3079,3600 N 11TH ST,19140,3600 N 11TH ST,3600 N 11TH ST,0.9728607,PLAYGROUND_SITE,RECREATION_SITE,8,3,5,25,Y,Y,N,"Former School District Site that was acquired by the City/PPR in 2020. Renovation in 2021, name change ordinance approved March 2022. Renovation still happening in 2023.",6718.48828125,325.853575896864
481,Maplewood Mall Plazas,Maplewood Mall Plazas,N,,Maplewood,,3840,1 W ARMAT ST,19144,"5530-34 GERMANTOWN AVE; 5537-41 GREENE ST","5530-34 GERMANTOWN AVE; 5537-41 GREENE ST; Germantown Ave & W Armat St; Greene St & W Armat St",0.40225666,BREEZEWAY_GREENWAY,SQUARE_PLAZA,4,4,8,14,Y,Y,N,Property maintained by Streets and Germantown Special Services District.,2781.375,310.009261490058
482,Nicetown Park,Nicetown Park,N,,Nicetown,Nicetown Triangle,2957,4301 GERMANTOWN AVE,19140,"4327-43 N GRATZ ST;4327R N GRATZ ST;4301-05 GERMANTOWN AVE;4369-71 GERMANTOWN AVE","4327-43 N GRATZ ST;4327R N GRATZ ST;4301-05 GERMANTOWN AVE;4377 GERMANTOWN AVE;4369-71 GERMANTOWN AVE",3.0184954,PLAYGROUND_SITE,MISC_PARK,4,4,8,39,Y,Y,N,,20853.47265625,1283.91736081831
483,Wissahickon East,Wissahickon East,N,,Wissahickon East,"Nomar; Donation Parcel; Brown-Souza-Jacobs; Conservation Plan",3093,7530 ANDERSON ST,19119,"315 WOODBROOK LN; 7530 ANDERSON ST","7530 ANDERSON ST; 315 WOODBROOK LN",5.6176792,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,8,14,N,N,N,Conservation Easement held by Chestnut Hill Historical Society (2006),38866.35546875,951.750342566345
484,Ottinger Tract,Ottinger Tract,N,,Ottinger, ,2807,7808 NIXON ST,19128,"7808 NIXON ST, 7868 NIXON ST",7868 NIXON ST,4.48293164,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,4,5,N,N,N,,30993.546875,1441.50508308208
485,25th and Dauphin District Headquarters,25th and Dauphin District Headquarters,N,,25th and Dauphin (District HQ),"Maintenance Division;Neighborhood Parks and Construction Unit Headquarters;District 6 Satellite Office",718,2501 W SEDGLEY AVE,19132,"2503-09 W SEDGLEY AVE;2200-08 N 25TH ST","2503-09 W SEDGLEY AVE;2200-08 N 25TH ST",0.46464849,PPR_OPERATIONS_FACILITY,OPERATIONS,8,6,5,22,N,N,N,,3207.203125,278.243037133301
486,Sedgely and Fletcher Warehouse,Sedgely and Fletcher Warehouse,N,,Sedgely Warehouse,"Sedgley Storeroom;Maintenance Warehouse;Central Warehouse",3103,2528 W SEDGLEY AVE,19132,2528-34 W SEDGLEY AVE,"W Sedgley Ave & N 26th St;2528-34 W SEDGLEY AVE",0.77389878,PPR_OPERATIONS_FACILITY,OPERATIONS,8,6,5,22,N,N,N,School District land and facility that PPR leases from 1975.,5341.640625,356.178092436914
487,Bartrams Mile Trail Greenway (56th),Bartrams Mile Trail Greenway,Y,,Bartrams Greenway (56th),"Bartram's Mile; Bartrams South",3100,3101 S 56TH ST,19143,3101 S 56TH ST,"3101 S 56TH ST;3000 S 56TH ST",2.51777216,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,10,8,3,12,N,Y,N,,17346.91796875,1010.07434557967
488,Bartrams Mile Trail Greenway (Grays Ferry),Bartrams Mile Trail Greenway,Y,,Bartrams Greenway (Grays Ferry),"Bartram's Mile North End;Bartram's Trail Extension",3791,1637 S 49TH ST,19143,1637 S 49TH ST,"S 49TH ST and BOTANIC AVE;1637 S 49TH ST;1633 S 49TH ST;1699 S 49TH ST",5.30709359,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,10,8,3,18,N,Y,N,,36569.36328125,1226.84081903488
489,Fox Chase - Lorimer Trail Greenway (Rhawn),Fox Chase - Lorimer Trail Greenway (Rhawn),N,,Fox Chase-Lorimer Greenway,,99999,439 RHAWN ST,19111,,"Rhawn St and Elberon Ave;8217 BURHOLME AVE",3.58934194,CONSERVATION_UNDEVELOPED,UNDEVELOPED,1,1,10,7,N,N,N,No Public Access. Undeveloped Land awaiting Fox Chase - Lorimer Trail.,24840.63671875,2152.44727892535
490,Officer Robert Hayes Memorial Playground,Officer Robert Hayes Memorial Playground,N,Officer Robert Hayes Memorial Playground,Hayes,"Swenson Park, Conwell",1923,9949 PRESIDENT ST,19115,"9850 E ROOSEVELT BLVD, 9800 E ROOSEVELT BLVD","9850 E ROOSEVELT BLVD, 9800 E ROOSEVELT BLVD",20.17329781,RECREATION_CENTER,RECREATION_SITE,1,1,10,7,Y,Y,Y,,139660.02734375,1698.9022773078
491,Philadelphia Museum of Art,East Fairmount Park,Y,The Philadelphia Museum of Art,Museum of Art,Art Museum Complex,3463,2600 BENJAMIN FRANKLIN PKY,19130,2500 SPRING GARDEN ST,"26th & Ben Franklin Pkwy;2500 SPRING GARDEN ST;2850 ANNE DHARNONCOURT WAY",24.54720443,EVENT_VENUE,MUSEUM,9,5,4,9,Y,Y,N,,169318.58984375,1983.03698103219
492,Boone Park,Boone Park,N,,Boone,Manayunk Park,602,4200 BOONE ST,19128,"4200 BOONE ST, 4171 CHURCHVIEW ST","Boone & Churchview;4171 CHURCHVIEW ST",1.81363648,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,4,5,Y,Y,N,,12531.55859375,895.215465539649
493,Loretto and Gilham Triangle,Loretto and Gilham Triangle,N,,Loretto and Gilham,"Cranford Ave andd Magee Ave Traffic Island; Northeast Garden",245,1385 GILHAM ST,19111,Registry - 144N070092,6540 LORETTO AVE,0.16159528,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,1,1,9,2,N,N,N,Site Renovated in 2022.,1116.875,144.697863813498
494,Spring Gardens,Spring Gardens,N,The Spring Gardens,Spring Gardens,,3800,1828 NORTH ST,19130,"1818-28 NORTH ST;1832 NORTH ST;1801-33 WALLACE ST;629-35 N 19TH ST;620-24 N 18TH ST","1818-28 NORTH ST;1832 NORTH ST;1801-33 WALLACE ST;629-35 N 19TH ST;620-24 N 18TH ST",1.96307283,GARDEN,URBANAGRICULTURE_GARDEN,9,6,5,9,Y,Y,N,Lease from 2021-2036.,13540.66796875,489.451075034604
495,Vine Street Park (676 East),Vine Street Park,Y,,Vine (676E), ,2798,VINE STREET EXP,19107,ROW,676 and Vine St (N Broad St to N 8th St),1.42806971,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,9,5,1,9,N,N,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,9847.74609375,4402.45938262078
496,Benjamin Franklin Parkway,Benjamin Franklin Parkway,N,Benjamin Franklin Parkway,Benjamin Franklin Pkwy,The Parkway,1226,2001 BENJAMIN FRANKLIN PKY,19130,N/A,2001 BENJAMIN FRANKLIN PKY,14.94470572,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,"4;5",9,Y,Y,N,22nd and Hamilton 'wedge' added (Street Legal Card),103068.57421875,9195.44602912477
497,Vine Street Park (676 West),Vine Street Park,Y,,Vine (676W), ,2798,VINE STREET EXP,19107,ROW,676 and Vine St (N 18th St to N Broad St),3.27800726,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,9,5,5,9,N,N,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,22605.55859375,4699.37087924196
498,Winter Street Greenway,Benjamin Franklin Parkway,Y,,Winter Greenway,"Rob Stuart Memorial Dog Park; Winter Street Greenway",0,BENJ FRANKLIN PKY,0,N/A,,0.78129229,PLAYGROUND_SITE,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,Named in 2021. Winter (21st-22nd) has a dog park 'Rob Stuart Memorial Dog Park',5386.80078125,679.857405941277
499,61st and Cobbs Creek Park,Cobbs Creek Park,Y,,61st and Cobbs Creek, ,3481,61ST & COBBS CREEK,19143,6300 SPRUCE ST,"61ST & COBBS CREEK;6300 SPRUCE ST",5.1638777,NEIGHBORHOOD_PARK,MISC_PARK,10,8,3,18,Y,Y,N,,35596.9375,1037.39564506396
500,Lawrence Court Breezeways,Lawrence Court Breezeways,N,,Lawrence Breezeway,Lawrence Court Walkways,3867,335 LAWRENCE CT,19106,335-37 LAWRENCE CT,335-37 LAWRENCE CT,0.28228832,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,12,5,1,9,N,Y,N,,1945.86328125,394.259400972099
501,Mann Center for the Performing Arts,West Fairmount Park,Y,The Mann Center for the Performing Arts,Mann Center,"The Mann Center;Robin Hood Dell West",3634,5038 AVENUE OF THE REPUBLIC,19131,3401 W GIRARD AVE,"5201 PARKSIDE AVE;5396 N GEORGES HILL DR;3401 W GIRARD AVE",16.6413264,EVENT_VENUE,OTHER,7,5,4,19,N,Y,N,,114842.84765625,1626.1128750881
